pathway_size	DIS_genes	DIS_genes_add	rawp_score_max	rawp_wald_max	rawp_lr_max	rawp_score_sum2	rawp_wald_sum2	rawp_lr_sum	adjp_score_max	adjp_wald_max	adjp_lr_max	adjp_score_sum2	adjp_wald_sum2	adjp_lr_sum	pathway	address	genes
2405	  12	NA	NA	0.2706105	0.3189075	0.3189075	0.305323	0.3189075	0.3189075	1	1	1	1	1	1	GO_VOCALIZATION_BEHAVIOR	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VOCALIZATION_BEHAVIOR	CNTNAP2 NLGN4Y MYH14 NLGN4X NRXN1 SHANK1 NRXN3 NRXN2 NLGN3 DLG4 SRPX2 AUTS2
2406	  26	NA	OPTN	0.120675	0.0887495	0.1003955	0.0981885	0.075109	0.0742225	1	1	1	1	1	1	GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	ARFRP1 SPTBN1 VAMP3 GCC2 GOLGA7 OPTN ANK3 BBS1 RAB31 KRT18 VAMP5 BBS2 VAMP4 GOLPH3 KIF13A BLZF1 RAB34 RAB26 AMN GOLGA4 NSF VAMP7 RAB10 SYS1 VAMP2 MACF1
2407	  28	NA	NA	0.0943795	0.0520775	0.055186	0.0568505	0.049503	0.046548	1	1	1	1	1	1	GO_LONG_TERM_MEMORY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LONG_TERM_MEMORY	SLC17A7 GRIA1 CTNS PRKCZ BTBD9 MTOR CPEB3 RELN TACR1 TAC1 DRD2 RPS6KB1 EIF2AK4 SGK1 LRRN4 SHANK1 CAMK4 GRIN1 ADCY1 ADCY8 PJA2 CALB1 NTRK2 RGS14 NTF4 SRF RASGRF1 MECP2
2408	  23	NA	NA	0.7150005	0.7150005	0.7150005	1	1	1	1	1	1	1	1	1	GO_ADRENAL_GLAND_DEVELOPMENT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ADRENAL_GLAND_DEVELOPMENT	NF1 WNT4 ARID5B NR0B1 THRA NR5A1 DKK3 CYP17A1 STRA6 INSM1 APOA1 TSPO CDKN1C SALL1 CRH PBX1 ASCL1 WNT11 WT1 INSR CITED2 FSTL3 MDK
2409	  12	NA	NA	0.545698	0.545698	0.545698	1	1	1	1	1	1	1	1	1	GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	PTCH1 SMO GPLD1 LRP6 CYP7A1 ABCA1 MLC1 OSBPL7 HMGCS1 AACS INHBA LRP8
2410	  16	NA	NA	0.3357755	0.2319475	0.275396	0.295841	0.1975945	0.2091285	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	DNM2 NPPA RAPGEF3 AKAP6 ANK2 AKAP9 AKAP7 ATP1B3 ATP1B2 GALR2 GAL AGER NOS1AP ACTN2 RNF207 ATP1B1
2411	 282	NA	VCP CHMP2B	0.3520785	0.6174205	0.7946425	0.6781745	0.820957	0.8123055	1	1	1	1	1	1	GO_VIRAL_LIFE_CYCLE	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VIRAL_LIFE_CYCLE	NFIA MITD1 RPL41 RPL3 RPLP2 CD86 RPLP0 RPS26 RPS10 RPL30 KPNA4 RPS17 NUP85 RPL26 EIF3F F11R RPL3L CXCR6 RAN RPL19 NUP188 USF2 RPS13 RPL21 RPL26L1 CHMP4C CCNT2 CTBP2 RPL37 NUP88 TAP2 CR2 PPIA NUP205 HSP90AB1 IFIT1 NUP153 USP6NL HSPA1B RAB1B CHMP4A CHMP1A PPID TNFRSF14 RPL12 VCP RPL4 VPS18 PVR RPL5 RPS15A THOC6 PTBP1 RPL39 DYNLT1 RPS21 CAV2 WWP1 RPS4Y1 DAG1 CD46 CHMP2A PCSK5 KPNA1 LDLR THOC5 ITGAV ITGB5 RPS23 UVRAG TNFRSF4 NUP93 RPL9 USF1 ATG16L1 VPS37A RPS25 MRC1 EIF3L PCBP1 RPS12 ITGB7 RAB43 CHMP1B THOC1 FAU NUP155 CHMP4B TSG101 RPS3A SEH1L XPR1 ACE2 CTBP1 RPL27 PVRL2 NUP160 ITGA5 RPL38 CXADR NUP62 UBA52 RPS16 ICAM1 CHMP6 THOC2 RPL11 RAB7A ITGA2 RAB1A RPL17 CHMP2B RPL6 LAMP3 RPL13A TFRC RPL23A EFNB2 AXL THOC7 RPL18 PC RPL36 EFNB3 RPL14 SLAMF1 KPNB1 CXCR4 SERPINB3 RPLP1 EIF3D NUP214 EIF2AK4 RPL36A RPL35A SCARB1 UBB DDX39B RPL23 RAE1 LRSAM1 NUPL1 HLA-DRB1 RPL13 NMT2 CLEC5A DDX6 PCBP2 RPL7A SLC1A5 SCARB2 DEK EIF3G VPS37C VAMP8 TPR RPS27 TAP1 RPL29 RPL32 NUP210 CTSB RPS7 CD209 RPS3 RPS29 EPS15 NUP107 RPS24 POM121C CD81 ANPEP RPL10 HTR2A PVRL1 THOC3 LRRC15 CHMP3 RPL34 RPS9 VPS37B NUP50 CHMP5 CLEC4G KPNA3 RPS28 SSB RPS15 SLC10A1 TBC1D20 HTATSF1 VPS37D HSPA1A MOG DPP4 RPL37A RPL10A ATG5 RPL8 RPS18 RPL7 ZNF639 NUP43 APOE ITGB1 RPL22 PVRL4 ITGB6 WWP2 EIF3A KPNA5 ADRBK1 SLC20A2 UBP1 CR1 NEDD4L RPS2 RPL15 RPS8 CD55 IST1 HYAL2 KPNA7 RPS19 CD80 RPSA RPL35 CCR5 POM121 RPL18A VPS4B SUPT5H VPS4A DERL1 AAAS ITCH CCL2 VTA1 CD4 RPS20 SELPLG CAV1 GYPA LAMP1 RPL28 RPS14 NPC1 SIVA1 NUPL2 NUP35 NUP54 RPS5 KPNA2 XPO1 MON1B RPS4X TYRO3 NUP37 GAS6 NUP133 IDE PDCD6IP RPL24 CLDN1 RPS11 RPL31 RPL27A EIF3B NUP98 ITGB3 RPS6 RANBP2 CHMP7 CLEC4M ATG16L2 CDHR3 FURIN UBC VPS28 SMARCB1 HAVCR1 RPS27A
2412	  49	NA	APEX1	0.6071405	0.557249	0.6264515	0.5582615	0.561988	0.562038	1	1	1	1	1	1	GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	RETN POSTN PLXNA1 VTN LRP1 DOCK7 PDGFB ADIPOQ CCL5 BCL2 P2RY6 ACE PTGER4 PLAU TRIB1 RAPGEF3 HDAC4 SLIT2 ILK PDGFD CAMK2D DOCK4 SRC SORL1 ITGA2 SEMA6D AIF1 PDGFRB AGER NDRG4 IGFBP5 NRP1 P2RY2 TPM1 SERPINE1 APEX1 NOX4 IGFBP3 DOCK5 PPARD PPARGC1A F3 IGF1 LPAR1 HAS2 RPS6KB1 TACR1 CORO1B PDGFA
2413	  25	NA	NA	0.7126865	0.7126865	0.740819	0.7367355	0.7439625	0.740819	1	1	1	1	1	1	GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	NR2F6 PPP1CC RBM4B BHLHE40 GNA11 SIK1 USP2 CRY2 CLOCK SOX14 GNAQ PER1 CRTC1 PML CRY1 PHLPP1 ATOH7 PPP1CB PPP1CA ARNTL2 TP53 ID2 FBXL3 MTA1 RBM4
2414	  29	NA	NA	0.8566885	0.8566885	0.8566885	1	1	1	1	1	1	1	1	1	GO_REGULATION_OF_CGMP_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CGMP_METABOLIC_PROCESS	GUCA1A WNT5A GUCA1C GUCY1A3 NPR1 OSTN RCVRN APOE PDE5A PDZD3 GUCY1A2 ADORA2B NOS1 HPCA NOS2 THBS1 NPPC PTK2B AIPL1 RUNDC3A MTNR1B NOS3 ADNP GUCA1B FZD2 GUCA2B MTNR1A GUCA2A VEGFA
2415	 142	NA	NA	0.9209375	0.921252	0.524069	0.8991515	0.736824	0.816263	1	1	1	1	1	1	GO_REGULATION_OF_CYTOKINE_SECRETION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_SECRETION	IL17A TNFSF4 AIM2 TLR6 ABL1 TLR2 CLEC4E HTR2B FFAR2 IL17RB NLRP2 GATA3 CD58 RASGRP1 IL1A C1QTNF3 CD274 CCL19 HYAL2 NOD2 CADM1 PML APOA1 LYN PAEP APOA2 TLR9 PTGER4 FBLN1 TNF CD2 SCAMP5 MIF FOXP3 RLTPR SYK CD14 LILRB1 CRTAM CX3CL1 TRIM27 SLAMF1 GLMN WNT5A ANXA4 MAPK14 IL4R LGR4 SRGN IL33 C5 TRPV4 FCN1 LGALS9 IL17F INS SPTBN1 GPAM HLA-DRB5 PRKCZ GAS6 CD276 IL1RL1 EZR IL17RC CRP FOXP1 TLR1 TNFRSF21 NLRP1 ANXA1 CIDEA XBP1 NLRP3 IFNG MAPK11 HMGB1 IL6 LPL FGR DRD2 IL1B PYDC1 TNFRSF9 PANX1 IFNAR1 GBP1 NCL CLEC5A IL17RA BTN2A2 IRF3 TRIM6 BANK1 HAVCR2 TRIM16 TWIST1 FN1 PYCARD HLA-DRB1 CASP1 TLR4 NLRP12 IL10 POSTN CLEC6A CLEC9A F2R CD34 ATG5 CAMP CARD8 P2RX7 TLR8 CASP5 CHIA VTCN1 RABGEF1 CCR7 ALOX15B GSDMD SRC PTPN22 ANGPT1 NLRP10 NR1H4 CD244 CCL3 SOCS1 CSF1R ZC3H12A IL36RN TLR10 IFNA2 SAA1 AGTR2 SSC5D TNFRSF14 TLR5 IL26 CCR2 F2RL1
2416	  24	NA	NA	0.405782	0.443845	0.432152	0.427368	0.474643	0.4617065	1	1	1	1	1	1	GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STARVATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STARVATION	SH3GLB1 ATF3 UCP2 WDR24 NPRL2 WDR59 EIF2AK2 RRAGB CDKN1A SEH1L EIF2AK3 DAPL1 RRAGC RNF152 SLC38A2 EIF2AK4 DAP IMPACT GCN1L1 DEPDC5 ATF4 EIF2S1 MIOS RRAGA
2417	  31	NA	NA	0.779903	0.779903	0.6476865	0.665197	0.642063	0.6476865	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	CLCF1 HLA-E TGFB1 IL6 IL13 TNFSF4 TNFSF13 STX4 MZB1 VAMP3 XCL1 CD28 IL2 IL5 UNG CD40 TNFRSF4 EXOSC3 PAXIP1 MSH6 IL4R RBP4 IL4 WHSC1 SASH3 STAT6 IL33 IFNG HPX TBX21 XBP1
2418	 125	NA	NA	0.209618	0.2134845	0.2964515	0.1947765	0.2030735	0.1791295	1	1	1	1	1	1	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	C10orf129 ATPIF1 ZDHHC8 U2AF2 SREBF2 DYNLL1 GPR26 LRRC46 PARK2 LEPROT MICALL2 CASP8 BCL2 HHAT UBE2J2 PARL SLMO1 UBE2L3 TSGA13 NMT1 YWHAQ TOMM7 PPP3R1 DTWD2 ZBED3 RAC2 MIS18A UBE2D3 STARD7 GPHA2 SH3GLB1 FBXW7 TFDP1 USP36 YWHAB RNASE2 ABLIM3 SLC17A9 TP63 DPCR1 PSMB7 WBP11 OR13C4 YWHAG MYBPC1 PINK1 HNMT UBL4B KCNN3 NPEPPS WDR75 RHOU TP53BP2 FZD5 ITGAX LRRK2 HTRA2 ELMOD1 SREBF1 GZMB SAE1 E2F1 FAM20B SNIP1 ATG13 PDCD5 YWHAZ BMF HSPA1L HUWE1 DYNLL2 PPP3CC UGCG CDKN2A NKAP ACTL6A MAPK8 IL9R PLAGL2 CTSK HAX1 YWHAH PTPN5 POLR3A PSMD8 YWHAE PEMT NRG1 ZBTB17 CYB5R1 WDR46 ARIH2 RPL28 RNF31 U2AF1 PPP1R13B BCL2L11 OSCP1 NMUR1 HPS4 PMAIP1 TDRD12 UBL5 TP73 SIRT4 MRGPRE CSNK2A2 SIAH3 BNIP3L CDKL2 BID BAP1 NBPF3 RUVBL1 HES1 SFN BAD TP53 EPT1 GLS2 BBC3 GSK3A KAT2A HSPH1 BAG4
2419	  36	NA	NA	0.4277955	0.401762	0.4121855	0.4170635	0.373983	0.397662	1	1	1	1	1	1	GO_REGULATION_OF_SENSORY_PERCEPTION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_SENSORY_PERCEPTION	NPFF ADRB2 PTAFR TMEM100 OPRK1 ADORA1 C12orf39 NOS1 GRIN2D MTOR MGLL OPRM1 ADRA2C NTSR1 FAM19A4 SLC9A1 SCN11A P2RX3 F2R FGFR1 IL10 EDN1 OPRD1 NPY2R VIP EDNRB GRIN2A CCL3 PROL1 GRM1 ACPP COMT OPRL1 NOV CCK OXT
2420	  13	NA	NA	0.4992375	0.4992375	0.4992375	1	1	1	1	1	1	1	1	1	GO_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	LGALS9 IRF1 HLA-G TNFSF4 CD46 LILRB2 TGFB1 FOXP3 CTLA4 IFNG RLTPR IL2 CD28
2421	  14	NA	NA	0.5580415	0.5580415	0.5580415	1	1	1	1	1	1	1	1	1	GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	ARSB NCAN IDS HEXB HYAL1 DCN HYAL4 IDUA BGN CSPG5 VCAN BCAN CSPG4 HEXA
2422	  22	NA	NA	0.1249815	0.1389575	0.1120035	0.129818	0.157589	0.146794	1	1	1	1	1	1	GO_RESPONSE_TO_AUDITORY_STIMULUS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_AUDITORY_STIMULUS	HTT SLITRK6 XPA UCN ENTPD2 SLC1A3 NRXN2 KCNC1 NTRK2 XPC FOXP2 ABHD12 HIF1A TACR1 DRD2 CXCL10 IL6 CNTNAP2 ATP8A2 NRXN1 SLC26A5 STRA6
2423	 112	STX2	UNC13A	0.00223	0.561312	0.4449015	0.002712	0.8162155	0.7103595	0.7683395	1	1	0.8750025	1	1	GO_PRESYNAPTIC_PROCESS_INVOLVED_IN_SYNAPTIC_TRANSMISSION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PRESYNAPTIC_PROCESS_INVOLVED_IN_SYNAPTIC_TRANSMISSION	LPHN1 UNC13B SYT5 CPLX1 SYT17 RAB3A SYT15 LIN7A NLGN1 DVL1 SYNJ1 SYT8 STXBP1 SYT16 C2CD4A PIP5K1C CACNA1A LIN7C C2CD4D PARK2 SLC32A1 PARK7 NRXN1 SYT4 STX1B SLC5A7 SNAP23 GAD2 SYT3 SYT9 STX19 PCLO CDK5 BAIAP3 SNAP47 CADPS STX11 VAMP2 GRM4 SLC18A2 PPFIA2 PPFIA1 SYTL1 C2CD4C STX4 RIMS2 HRH3 PSEN1 NF1 STX1A SYT10 CPLX2 PDZD11 SYTL4 LIN7B SNAP29 UNC13A SYTL3 BZRAP1 TC2N PTPRN2 SYT1 BRSK1 NRXN2 SYTL5 SYN1 RPH3A SYT2 SLC6A9 PPFIA4 DGKI OTOF SYN3 SNCA SYT6 RIMS1 SLC6A3 GAD1 TRIM9 SYT11 CHAT DOC2A SNAPIN RPH3AL SYTL2 CACNA1B SNPH CADPS2 NAAA SLC22A2 DNAJC5 PPFIA3 SLC6A2 SYT13 SNAP25 CPLX3 APBA1 WNT7A SYT12 STX3 CASK C2CD4B NRXN3 P2RX7 SLC18A3 HSPA8 SCRIB SYT7 SEPT5 SYT14 STX2 PPT1
2424	 603	NA	VCP	0.6663845	0.527601	0.6531305	0.6778955	0.6714375	0.662201	1	1	1	1	1	1	GO_PROTEIN_UBIQUITINATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_UBIQUITINATION	PSMC2 TRIM33 TCEB2 BACH2 WWTR1 CCNB1 MED24 KBTBD3 TRIM38 DCAF4 FBXL5 UBE3B PSMA1 ZYG11A UBR5 TRIM27 PSMB9 CISH RPS27A RNF216 KLHDC7A TRIM4 PSMD9 FBXO18 KCTD10 KLHL9 CDC26 BIRC7 PSMD11 BIRC6 TRIM13 SPOP FBXO30 PSMC1 CUL1 BFAR ENC1 FBXL2 PSMB2 ASB6 MARCH5 RNF126 TRIM39 CCIN PELI1 FBXO11 RFFL UBE2M ARRB2 FBXO24 AKT1 PEX12 NEDD4 ATG7 DCAF16 RNF149 RC3H2 KLHL14 FBXL7 FBXO31 RNF2 RNF175 RC3H1 TULP4 TRAF6 RBX1 KEAP1 HECTD2 CDKN2A UBE3C HUWE1 FBXO40 RNF43 RNF222 CDC23 PSMD1 MED30 TRAF5 RNF114 RNF146 PSME4 PSMA6 FEM1C PINK1 PPIL2 RNF141 RNF180 ASB2 CDC42 FEM1A TRIM37 PSME1 PSMD10 BUB1B IPP MDM2 CBLC RNF24 PSMB6 FBXW7 MED27 KCTD13 PSMA5 UBR4 KBTBD2 RNF4 MARCH1 ASB5 KBTBD6 PSMA4 LRR1 UBR7 UBE2Q1 SH3RF1 FBXO45 RNF128 UBE2QL1 PSMD6 RFWD2 CBLL1 TRIM8 UBE2J2 RNF182 RNF144A FBXW5 DDB2 KLHL2 PSMA8 NEUROD2 ZYG11B TRIM6 DTX1 PSMC6 PARK2 PSMB11 SHPRH ZFP91 RNF213 FBXO2 KLHL15 UBE2J1 RNF111 AKTIP RAB40C FANCL XIAP MID2 ZER1 MED11 CBFB TRPC4AP ANAPC5 KLHL18 WDTC1 MARCH4 TRIM25 WAC CDK1 UBE2K ZNF645 PSMB5 KLHL38 UBE2U TRIP12 UBA52 PAX6 RNF41 SKP2 LRRC41 FBXO9 USP22 DDB1 RNF169 SIAH3 RAD18 PSMD14 RAG1 ZNRF1 LEO1 WDSUB1 MKRN3 TSG101 KBTBD12 KLHL1 ASB16 SOCS5 NEURL1B CDC34 RNF25 ZSWIM2 ANAPC11 KLHL4 PSME3 ASB7 RNF31 TRIM32 ARIH2 MIB1 UBE2O FBXL15 PSMD8 RNF121 DCAF15 PDZRN4 BACH1 CTR9 TRAF4 RNF138 RNF34 UBE4B ASB11 BIRC2 RNF6 DCAF13 RNF115 RABGEF1 PSMD12 E4F1 SAE1 PJA2 MED8 CDCA3 MKRN1 RNF122 UBE2E2 KDM2B ZC3HC1 TRIM22 HACE1 UBR2 TRIM21 AURKB TRIM28 SOCS7 UBE2S FBXW11 SIAH2 MED31 UBE2H UBE2D4 VCP FBXO10 HERC3 BTBD1 FBXW2 AMFR DZIP3 ANAPC1 RNF19B MED1 ASB15 UBE2E1 RNF166 PSMD7 RNF38 FBXO6 SOCS1 TRIM9 UBE2R2 PCNP TRAF7 ZBTB16 UBE2D3 DCAF5 MARCH9 HERC6 PSMD4 PSMA3 PSME2 ANAPC16 RAB40A ANAPC4 FBXO21 KBTBD8 SPSB4 KLHL17 RNF167 SKP1 KLHL5 KLHL10 SYVN1 BCL2 DTX3L CDC27 KLHL31 UNKL MGRN1 G2E3 UBE2W RNF103 ASB9 FBXO33 ANAPC7 RNF139 TRIM3 UBE2Q2 PELI2 PSMF1 FBXO3 ANAPC2 PSMD13 CDC16 TMEM129 ZNRF4 UBC MED12 DTX4 SPSB2 PSMC4 KLHL33 NHLRC1 FBXL6 UBA1 RNF217 RNF11 MED7 RNF170 KLHL3 NEURL KLHL12 PSMD3 RNF130 SOCS2 MSL2 RLIM HLTF RNF125 BIRC3 TRIM11 HERC5 RNF19A MARCH8 DCAF17 KLHL13 FBXL4 PRPF19 BTRC RAB40B CRBN CUL2 ITCH TNKS2 VCPIP1 UBE2NL ASB10 MARCH3 TRIM2 MARCH6 KLHL22 SUZ12 ASB8 WWP2 PSMB3 UBA7 UBE2B RNF10 NEDD4L PCGF1 ASB1 RAB40AL TRIM63 PAF1 CBLB FBXO7 DTL CCNB1IP1 MARCH7 TNKS ERCC8 ASB14 TRIM71 KLHL7 ZNRF2 FBXO43 ARIH1 DCAF8 FBXW8 RNF135 PDZRN3 SPOPL ATG3 CUL3 TMEM189 RUSC1 RNF133 KLHDC7B PSMB8 RNF14 TRIM56 RNF220 NPEPPS FBXL14 ANAPC13 MUL1 RBCK1 FBXL22 CUL4A TRIML1 ANKIB1 KLHL32 RNF185 PSMB7 ASB3 TRIM5 KLHL28 TRIM41 TRIM69 MARCH2 UBE2V1 RBBP6 ARRB1 UBE2T SOCS6 ASB17 BARD1 LNPEP BLMH FBXO25 BIRC8 LNX1 SASH1 MIB2 ZNRF3 MAD2L1 CNOT4 AURKA KLHL20 BTBD18 TRIM72 PSMC5 KLHL34 RAG2 SMURF2 SIAH1 PSMA7 DCAF11 UBE2L3 WSB1 FBXL12 UBA6 UBE2V2 HECTD3 SMURF1 FANCF NUB1 PSMB1 UBB NEURL2 CAND1 BRAP RNF165 HECW2 HECTD1 UBE2N UBE2G2 UBE2E3 ANAPC10 LRSAM1 RNF20 KLHL26 CUL5 MED20 C18orf25 UBE2L6 CCNC GAN RNF145 CHFR TNFAIP3 MED17 TOPORS PJA1 KLHL36 KLHL29 TRIM36 PSMB4 KBTBD7 TRAF2 STUB1 KLHL25 TRIM62 TRIM23 UBE2A RFWD3 RNF181 RNF7 CDC20 UBE2G1 KBTBD11 CUL4B FZR1 UBR1 KLHL23 RNF151 ASB18 UBE4A PSMD2 PSMB10 UBD ASB12 NAIP KLHL30 TTC3 FBXL8 PHC1 DTX2 LONRF1 RNF13 FBXL3 KBTBD13 TNFAIP1 CUL7 UBE2D2 UBE3A DCAF6 UBE2D1 PSMA2 FEM1B UBE2F SOCS3 BCOR UBAC1 FBXO22 UBOX5 RNF8 KLHL8 UBE2Z UBE2C RNF152 RNF144B HDAC6 SPSB3 PTTG1 PLK1 RNF168 VHL CBL HERC2 DCAF10 RING1 KCTD11 PELI3 MYLIP KLHL24 KLHL21 FBXO4 MALT1 MDM4 MKRN2 TRAF3 MARCH11 TPP2 MED10 CBX8 LTN1 TCEB1 TRIML2 ASB4 TRAIP PSMC3 HERC1 SPSB1 NSMCE1 WSB2 MARCH10 PSMD5 HECW1 FBXO32 RNF44 TRIM58 RNF40 WWP1 TSPAN17 SHARPIN SOCS4 CCNF RNF5 CUL9 RNF123 MED21 HERC4 DCAF12 BIRC5 TRIM17 NFE2L2 TRIM24 CDC73 ASB13 SIRT1 CAND2 TRIM31 TRIM68 DTX3 OS9 KLHDC8A BRCA1 RCHY1 LMO7 UHRF2 BUB3 UBR3 NLRC4 RNF208
2425	 132	NA	NA	0.7916055	0.772401	0.92212	0.827871	0.8268245	0.833046	1	1	1	1	1	1	GO_MAINTENANCE_OF_CELL_NUMBER	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MAINTENANCE_OF_CELL_NUMBER	CDH2 FUT10 ZSCAN10 DPPA2 FZD7 ZFP36L2 FGF2 METTL14 NOTCH2 HES5 CDC73 MED14 FGF4 PBX1 MED21 GATA2 DDX6 NR2E1 POLR2L SMC3 ASCL2 SETD6 EOMES SALL4 SS18 BCL9 JAG1 PRRX1 DPPA4 SALL1 EPHA1 LRP5 POU5F1 MMP24 TRIM8 ZHX2 FGFR1 PRDM16 SOX2 EIF4E IGF1 NODAL MED10 TDGF1 MED30 WNT7A DIS3L2 SPI1 FOXD3 EZH2 DLL1 RBPJ SKI PCM1 IGF2BP1 PADI4 FGF10 FOXO1 RAF1 EIF4ENIF1 LIN28A POLR2I MED27 KLF10 CTNNB1 LDB1 TBX3 BRAF WNT9B ZCCHC11 SOX9 PROX1 CUL4A EPAS1 METTL3 SRRT SOX4 PIWIL2 NIPBL BMPR1A LEO1 RIF1 NANOG NOG PRDM14 ZNF358 ZIC3 NKAP PAF1 KLF4 POLR2E CTR9 POLR2H SIX2 ELF5 HOOK3 POLR2J POLR2C LSM1 KIT POLR2D POLR2B POLR2G NANOS2 RTF1 POLR2F POLR2A MED12 HES1 FOXO3 LDB2 LIG4 MED17 VPS72 LIF CDX2 NOTCH1 MED24 BCL9L ASPM SMAD2 STAT3 POLR2K SMAD4 SFRP1 VANGL2 MED7 SMC1A MTF2 MED28 TET1 YAP1
